decision,path,reason,tag
selected,WISER Results/Phase 2 Hard Burger/QAPINN N8/qapinn_runs_hardnu_q8/checkpoints/MS_hard_burgers_n8_qapinn_s777.pt,,MS_hard_burgers_n8_qapinn_s777
selected,WISER Results/Phase 2 Hard Burger/c-PINN/qapinn_runs_hardnu_twin/checkpoints/MS_hard_burgers_n3_twin_s1234.pt,,MS_hard_burgers_n3_twin_s1234
selected,WISER Results/Phase 2 Hard Burger/c-PINN/qapinn_runs_hardnu_twin/checkpoints/MS_hard_burgers_n3_twin_s2025.pt,,MS_hard_burgers_n3_twin_s2025
selected,WISER Results/Phase 2 Hard Burger/c-PINN/qapinn_runs_hardnu_twin/checkpoints/MS_hard_burgers_n3_twin_s777.pt,,MS_hard_burgers_n3_twin_s777
selected,WISER Results/Phase 2 Hard Burger/c-PINN/qapinn_runs_hardnu_twin/checkpoints/MS_hard_burgers_n4_twin_s1234.pt,,MS_hard_burgers_n4_twin_s1234
selected,WISER Results/Phase 2 Hard Burger/c-PINN/qapinn_runs_hardnu_twin/checkpoints/MS_hard_burgers_n4_twin_s2025.pt,,MS_hard_burgers_n4_twin_s2025
selected,WISER Results/Phase 2 Hard Burger/c-PINN/qapinn_runs_hardnu_twin/checkpoints/MS_hard_burgers_n4_twin_s777.pt,,MS_hard_burgers_n4_twin_s777
selected,WISER Results/Phase 2 Hard Burger/c-PINN/qapinn_runs_hardnu_twin/checkpoints/MS_hard_burgers_n5_twin_s1234.pt,,MS_hard_burgers_n5_twin_s1234
selected,WISER Results/Phase 2 Hard Burger/c-PINN/qapinn_runs_hardnu_twin/checkpoints/MS_hard_burgers_n5_twin_s2025.pt,,MS_hard_burgers_n5_twin_s2025
selected,WISER Results/Phase 2 Hard Burger/c-PINN/qapinn_runs_hardnu_twin/checkpoints/MS_hard_burgers_n5_twin_s777.pt,,MS_hard_burgers_n5_twin_s777
selected,WISER Results/Phase 2 Hard Burger/c-PINN/qapinn_runs_hardnu_twin/checkpoints/MS_hard_burgers_n6_twin_s1234.pt,,MS_hard_burgers_n6_twin_s1234
selected,WISER Results/Phase 2 Hard Burger/c-PINN/qapinn_runs_hardnu_twin/checkpoints/MS_hard_burgers_n6_twin_s2025.pt,,MS_hard_burgers_n6_twin_s2025
selected,WISER Results/Phase 2 Hard Burger/c-PINN/qapinn_runs_hardnu_twin/checkpoints/MS_hard_burgers_n6_twin_s777.pt,,MS_hard_burgers_n6_twin_s777
selected,WISER Results/Phase 2 Hard Burger/c-PINN/qapinn_runs_hardnu_twin/checkpoints/MS_hard_burgers_n7_twin_s1234.pt,,MS_hard_burgers_n7_twin_s1234
selected,WISER Results/Phase 2 Hard Burger/c-PINN/qapinn_runs_hardnu_twin/checkpoints/MS_hard_burgers_n7_twin_s2025.pt,,MS_hard_burgers_n7_twin_s2025
selected,WISER Results/Phase 2 Hard Burger/c-PINN/qapinn_runs_hardnu_twin/checkpoints/MS_hard_burgers_n7_twin_s777.pt,,MS_hard_burgers_n7_twin_s777
selected,WISER Results/Phase 2 Hard Burger/c-PINN/qapinn_runs_hardnu_twin/checkpoints/MS_hard_burgers_n8_twin_s1234.pt,,MS_hard_burgers_n8_twin_s1234
selected,WISER Results/Phase 2 Hard Burger/c-PINN/qapinn_runs_hardnu_twin/checkpoints/MS_hard_burgers_n8_twin_s2025.pt,,MS_hard_burgers_n8_twin_s2025
selected,WISER Results/Phase 2 Hard Burger/c-PINN/qapinn_runs_hardnu_twin/checkpoints/MS_hard_burgers_n8_twin_s777.pt,,MS_hard_burgers_n8_twin_s777
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n3_gaaf_s1234.pt,,MS_burgers_n3_gaaf_s1234
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n3_gaaf_s1234_r1.pt,,MS_burgers_n3_gaaf_s1234_r1
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n3_gaaf_s2025.pt,,MS_burgers_n3_gaaf_s2025
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n3_gaaf_s777.pt,,MS_burgers_n3_gaaf_s777
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n3_twin_s1234.pt,,MS_burgers_n3_twin_s1234
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n3_twin_s1234_r1.pt,,MS_burgers_n3_twin_s1234_r1
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n3_twin_s2025.pt,,MS_burgers_n3_twin_s2025
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n3_twin_s777.pt,,MS_burgers_n3_twin_s777
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n4_gaaf_s1234.pt,,MS_burgers_n4_gaaf_s1234
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n4_gaaf_s1234_r1.pt,,MS_burgers_n4_gaaf_s1234_r1
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n4_gaaf_s2025.pt,,MS_burgers_n4_gaaf_s2025
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n4_gaaf_s2025_r1.pt,,MS_burgers_n4_gaaf_s2025_r1
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n4_gaaf_s777.pt,,MS_burgers_n4_gaaf_s777
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n4_gaaf_s777_r1.pt,,MS_burgers_n4_gaaf_s777_r1
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n4_twin_s1234.pt,,MS_burgers_n4_twin_s1234
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n4_twin_s2025.pt,,MS_burgers_n4_twin_s2025
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n4_twin_s777.pt,,MS_burgers_n4_twin_s777
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n5_gaaf_s1234.pt,,MS_burgers_n5_gaaf_s1234
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n5_gaaf_s2025.pt,,MS_burgers_n5_gaaf_s2025
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n5_gaaf_s777.pt,,MS_burgers_n5_gaaf_s777
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n5_twin_s1234.pt,,MS_burgers_n5_twin_s1234
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n5_twin_s2025.pt,,MS_burgers_n5_twin_s2025
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n5_twin_s777.pt,,MS_burgers_n5_twin_s777
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n6_gaaf_s1234.pt,,MS_burgers_n6_gaaf_s1234
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n6_gaaf_s2025.pt,,MS_burgers_n6_gaaf_s2025
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n6_gaaf_s777.pt,,MS_burgers_n6_gaaf_s777
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n6_twin_s1234.pt,,MS_burgers_n6_twin_s1234
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n6_twin_s2025.pt,,MS_burgers_n6_twin_s2025
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n6_twin_s777.pt,,MS_burgers_n6_twin_s777
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n7_gaaf_s1234.pt,,MS_burgers_n7_gaaf_s1234
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n7_gaaf_s2025.pt,,MS_burgers_n7_gaaf_s2025
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n7_gaaf_s777.pt,,MS_burgers_n7_gaaf_s777
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n7_twin_s1234.pt,,MS_burgers_n7_twin_s1234
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n7_twin_s2025.pt,,MS_burgers_n7_twin_s2025
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n7_twin_s777.pt,,MS_burgers_n7_twin_s777
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n8_gaaf_s1234.pt,,MS_burgers_n8_gaaf_s1234
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n8_gaaf_s2025.pt,,MS_burgers_n8_gaaf_s2025
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n8_gaaf_s777.pt,,MS_burgers_n8_gaaf_s777
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n8_twin_s1234.pt,,MS_burgers_n8_twin_s1234
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n8_twin_s2025.pt,,MS_burgers_n8_twin_s2025
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_burgers_n8_twin_s777.pt,,MS_burgers_n8_twin_s777
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n3_gaaf_s1234.pt,,MS_heat_n3_gaaf_s1234
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n3_gaaf_s2025.pt,,MS_heat_n3_gaaf_s2025
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n3_gaaf_s2025_r1.pt,,MS_heat_n3_gaaf_s2025_r1
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n3_gaaf_s777.pt,,MS_heat_n3_gaaf_s777
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n3_gaaf_s777_r1.pt,,MS_heat_n3_gaaf_s777_r1
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n3_twin_s1234.pt,,MS_heat_n3_twin_s1234
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n3_twin_s2025.pt,,MS_heat_n3_twin_s2025
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n3_twin_s777.pt,,MS_heat_n3_twin_s777
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n4_gaaf_s1234.pt,,MS_heat_n4_gaaf_s1234
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n4_gaaf_s2025.pt,,MS_heat_n4_gaaf_s2025
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n4_gaaf_s777.pt,,MS_heat_n4_gaaf_s777
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n4_gaaf_s777_r1.pt,,MS_heat_n4_gaaf_s777_r1
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n4_twin_s1234.pt,,MS_heat_n4_twin_s1234
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n4_twin_s1234_r1.pt,,MS_heat_n4_twin_s1234_r1
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n4_twin_s2025.pt,,MS_heat_n4_twin_s2025
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n4_twin_s777.pt,,MS_heat_n4_twin_s777
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n5_gaaf_s1234.pt,,MS_heat_n5_gaaf_s1234
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n5_gaaf_s1234_r1.pt,,MS_heat_n5_gaaf_s1234_r1
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n5_gaaf_s2025.pt,,MS_heat_n5_gaaf_s2025
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n5_gaaf_s2025_r1.pt,,MS_heat_n5_gaaf_s2025_r1
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n5_gaaf_s777.pt,,MS_heat_n5_gaaf_s777
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n5_twin_s1234.pt,,MS_heat_n5_twin_s1234
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n5_twin_s2025.pt,,MS_heat_n5_twin_s2025
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n5_twin_s777.pt,,MS_heat_n5_twin_s777
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n6_gaaf_s1234.pt,,MS_heat_n6_gaaf_s1234
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n6_gaaf_s2025.pt,,MS_heat_n6_gaaf_s2025
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n6_gaaf_s777.pt,,MS_heat_n6_gaaf_s777
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n6_twin_s1234.pt,,MS_heat_n6_twin_s1234
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n6_twin_s2025.pt,,MS_heat_n6_twin_s2025
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n6_twin_s777.pt,,MS_heat_n6_twin_s777
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n6_twin_s777_r1.pt,,MS_heat_n6_twin_s777_r1
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n7_gaaf_s1234.pt,,MS_heat_n7_gaaf_s1234
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n7_gaaf_s1234_r1.pt,,MS_heat_n7_gaaf_s1234_r1
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n7_gaaf_s2025.pt,,MS_heat_n7_gaaf_s2025
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n7_gaaf_s777.pt,,MS_heat_n7_gaaf_s777
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n7_gaaf_s777_r1.pt,,MS_heat_n7_gaaf_s777_r1
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n7_twin_s1234.pt,,MS_heat_n7_twin_s1234
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n7_twin_s2025.pt,,MS_heat_n7_twin_s2025
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n7_twin_s777.pt,,MS_heat_n7_twin_s777
selected,WISER Results/Phase 2/Djabon Phase 2/Additionnal computations/GAAF-PINN/qapinn_runs_gaaf/checkpoints/MS_heat_n7_twin_s777_r1.pt,,MS_heat_n7_twin_s777_r1
